is_list,major_name,major_description,studycheck_link,university_link,category,subcategory,major_category,university,location,degree_type,degree_label,language,duration_of_study,rating_amount,rating,recommendation_rate
False,Elektrotechnik,"
 In den  ersten drei Semestern  bekommst du allgemeine Grundlagen aus der Mathematik, Elektrotechnik, Physik, Chemie und Werkstoffkunde vermittelt. Im  vierten Semester  erwirbst du dann fachspezifische Kompetenzen in einem der drei charakteristischen Studienprofile Elektrische Energietechnik, Informationstechnik und Smart Systems.  Im  fünften und sechsten Semester  erfolgt die Vertiefung dieser Grundlagen: Ein Großteil der Kurse findet in den Laboren des Studiengangs statt. Diese Projekte sind angelehnt an aktuelle Forschungs- und Entwicklungsprojekte der Institute und Labore der Fakultät. Wenn du dich für die internationale Variante des Studiengangs entscheidest, absolvierst du im fünften Semester den Praxisanteil im Ausland bzw. verbringst ein Auslandsstudiensemester. Alternativ kannst du den Auslandsaufenthalt auch in Form des Industriepraktikums und der Bachelor-Thesis im  siebten Semester  durchführen. 
",https://www.studycheck.de/studium/elektrotechnik/hs-bremen-16468,https://www.hs-bremen.de/internet/de/studium/stg/etech/index.html,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Bremen,Bremen,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,9,3.7,1.0
True,Elektrotechnik,"
 Das Studium dauert 3,5 Jahre. In den ersten drei Semestern werden grundlegende Fächer gelehrt. Ausgewählte elektrotechnische Themengebiete werden im vierten Semester behandelt. Ab dem fünften Semester werden spezielle Lehrveranstaltungen zur weiteren fachlichen Vertiefung angeboten. Das Studium schließt du im 7. Semester mit der Bachelor-Arbeit ab. 1.–3. Semester: Mathematik, Elektrotechnik, Physik, Informatik, Programmierung ... 4. Semester: Digitaltechnik, Regelungstechnik, Industrietechnik, Industrieelektronik 5./6. Semester: Vertiefung: Automatisierungstechnik, Informationstechnik, Technische Informatik oder Marketing und Vertrieb 7. Semester: Praxisphase, Bachelor-Arbeit Bis zum 3. Semester widmest du dich den Grundlagen für die ingenieurmäßige Entwicklung elektrischer Systeme der Informationstechnik – von der Funktionsweise einzelner Bauelemente über die Prinzipien der analogen und digitalen Schaltungsentwicklung bis hin zur technischen Software-Entwicklung und zu allgemeinen systemtechnischen Aspekten. Ab dem 4. Semester bieten sich dir zu den Lehrveranstaltungen zur Elektrotechnik auch Veranstaltungen zur fachlichen Vertiefung. Ab dem 5. Semester intensivierst du dein Wissen über Wahlpflichtmodule, zum Beispiel in den Schwerpunkten Automatisierungstechnik, Nachrichtentechnik, Technische Informatik, Regenerative Energien oder Marketing und Vertrieb. Bestehst du die zur Vertiefung gehörenden Wahlpflichtmodule, erhältst du zusätzlich zum Studienabschluss ein Zertifikat. Im 6. oder 7. Semester kannst du sehr gut ein Auslandssemester umsetzen. Über deine Praxisphase und Bachelor-Arbeit kannst du im 7. Semester zudem frühzeitig berufliche Kontakte knüpfen. 
",https://www.studycheck.de/studium/elektrotechnik/hs-emden-leer-16591,https://www.hs-emden-leer.de/studieninteressierte/studienangebot/alle-studiengaenge/elektrotechnik,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Emden/Leer,Emden,B.Eng.,Bachelor of Engineering,Deutsch,7 - 8 Semester,6,4.2,0.83
False,Elektrotechnik,"
            Der Studiengang vermittelt im ersten Semester vertiefende wissenschaftliche Grundlagen auf der Basis mathematischer und elektronischer Lehrinhalte. Mit dem Ziel, systemorientiertes und analytisches Denken und Handeln zu fördern, werden aufbauend auf diesen Grundlagen berufsspezifische Lehrinhalte in ingenieurwissenschaftlichen Vertiefungsfächern angeboten.
        ",https://www.studycheck.de/studium/elektrotechnik/th-owl-18709,https://www.th-owl.de/studium/angebote/studiengaenge/detail/elektrotechnik-master/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Technische Hochschule Ostwestfalen-Lippe,Lemgo,M.Sc.,Master of Science,"Deutsch, Englisch",4 Semester,1,4.6,1.0
True,Elektrotechnik,"
 Inhalte im 1. Studienabschnitt (1. und 2. Fachsemester) Ingenieurmathematik I und II Physik I und II Grundlagen der Programmierung Elektrotechnik I und II Technisches Zeichnen / CAD Werkstofftechnik Elektronische Bauelemente Inhalte im 2. Studienabschnitt (3. bis 6. Fachsemester) Elektrotechnik Ingenieurmathematik Sensortechnik / Automatisierung Programmierung Schaltungstechnik Regelungstechnik Steuerungstechnik Mechanik Elektrische Maschinen und Antriebe Elektrische Anlagentechnik Regenerative elektrische Energieversorgung Netzwerktechnik Regenerative Energietechnik Leistungselektronik Netzwerktechnik Kommunikationssysteme Projektmanagement Laborpraktika, Exkursionen Inhalte im 3. Studienabschnitt (7. Fachsemester) Praxisphase und Bachelorarbeit 
",https://www.studycheck.de/studium/elektrotechnik/fh-nordhausen-20468,https://www.hs-nordhausen.de/studium/ing/elektrotechnik/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Nordhausen,Nordhausen,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,2,4.2,1.0
True,Elektrotechnik,"
 Die ersten drei Semester sind für alle Studierenden der Elektrotechnik gleich. Es werden Kenntnisse in Mathematik, Physik, Elektronik, Elektrotechnik und Informatik erlangt. In allen Fachgebieten vermitteln die Professoren und Dozenten systemische Methoden, um elektrotechnische Probleme zu lösen und so ein Fundament für ein lebenslanges Lernen zu schaffen. Nach dem Grundstudium steht im 4. Semester die Entscheidung für eine Vertiefungsrichtung an. Folgende Vertiefungsrichtungen stehen zur Auswahl: Elektrotechnik große Bandbreite der Elektrotechnik wird vermittelt breite Ausbildung im gesamten Gebiet der Elektrotechnik aus (enthält Inhalte aus allen drei anderen Vertiefungsrichtungen) viele Wahlmöglichkeiten Energiesysteme Energiesysteme sind für uns oft unsichtbar, aber essenziell für unseren Alltag (Wärme, Licht, ...) die Zusammenhänge und Wirkprinzipien von Energiesystemen werden kennengelernt Inhalte:  Wandlung und Verteilung von elektrischer Energie, die verschiedenen Energieformen, Energieeffizienz, industrielle Energieversorgung, Energiespeicherung und Energiewirtschaft Industrieelektronik ist ein Teilgebiet der Elektrotechnik, das sich insbesondere mit der Automatisierung und der Energieversorgung industrieller Prozesse und Anlagen sowie der elektrischen Antriebstechnik beschäftigt fundierte Kenntnisse in den Gebieten Sensorik, analoge und digitale Signalverarbeitung, Regelungstechnik und Aktorik werden vermittelt Weiteres Teilgebiet: Mikrorechnertechnik und deren hardwarenahe Programmierung Medien- und Informationstechnik Kennzeichnend für die Medien- und Informationstechnik ist das Zusammenwachsen früher getrennter Bereiche wie Unterhaltungselektronik, Computertechnik und Kommunikationsnetze (z. B. beim Smart-TV) hoher Softwareanteil Methoden zur Übertragung von Informationen (z. B. E-Mails) über große Entfernungen werden kennengelernt Beschäftigt sich thematisch auch mit Audio- und Videotechnik wird ausführlich behandelt   Weitere Informationen finden Sie hier: https://www.hs-aalen.de/de/courses/12/info#after_content-accordion-46086-1   
",https://www.studycheck.de/studium/elektrotechnik/htw-aalen-20922,https://www.hs-aalen.de/de/courses/12,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Aalen,Aalen,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,12,4.2,0.92
False,Elektrotechnik,"
 In den ersten drei Semestern werden allen Studierenden gemeinsam Grundlagen vermittelt. Ab dem vierten Semester wählen Studierende zwischen den beiden Studienrichtungen Automatisierungstechnik und Industrielle Informationstechnik. Innerhalb dieser Studienrichtungen sind für 25 CR Wahlpflichtfächer (WPF) zu wählen. Das Angebot „Lehramt an Berufskollegs“ bietet die Möglichkeit, diese 25 CR im Rahmen von didaktischen Wahlpflichtfächern zu erwerben. Diese decken die drei Bereiche Bildungswissenschaft, Berufspädagogik und Technikdidaktik ab und vermitteln Kenntnisse und Fähigkeiten zur Theorie und Praxis von Erziehung und Bildung, Unterrichtsentwicklung und allgemeiner Didaktik sowie spezifisches Wissen aus dem Bereich der beruflichen Bildung. Zwei vierwöchige Schulpraktika runden das Studium ab. 
",https://www.studycheck.de/studium/elektrotechnik/th-owl-21540,https://www.th-owl.de/studium/angebote/studiengaenge/detail/elektrotechnik-fuer-lehramt-an-berufskollegs/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Technische Hochschule Ostwestfalen-Lippe,Lemgo,B.Sc.,Bachelor of Science,Deutsch,6 Semester,1,5.0,1.0
True,Elektrotechnik,"
 Modul 1 & 2: Mathematik & Naturwissenschaften I & II Modul 3 & 4: Grundlagen Elektrotechnik I & II Modul 5: Grundlagen Informatik Modul 6: Innovation & Ökonomie Modul 7: Analogelektronik Modul 8: Elektronikentwicklung Modul 9: Produktions- und Projektmanagement Uvm…   
",https://www.studycheck.de/studium/elektrotechnik/hs-heidelberg-22402,https://www.hochschule-heidelberg.de/bachelor/elektrotechnik/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,SRH Hochschule Heidelberg,Heidelberg,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,0,NA,NA
False,Elektrotechnik,"
 Siehe  Studienmodelle 
",https://www.studycheck.de/studium/elektrotechnik/hof-24051,https://www.hof-university.de/studieninteressierte/studienangebot/elektrotechnik-beng/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Hof,Hof,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,0,NA,NA
True,Elektrotechnik,"
 Die Verbindung etablierter elektrotechnischer Gebiete mit aktuellen und zukünftigen Anwendungsfeldern wie z.B. Industrial Internet of Things, Elektromobilität, autonomes Fahren, intelligente Netze stehen in den beiden Schwerpunkten  Automatisierungstechnik  oder  Energietechnik und Erneuerbare Energien  im Vordergrund.  Eine ausgewogene Mischung von Theorie und Praxis verknüpft grundlegende Methoden und Verfahren mit konkreten Anwendungen. Ein umfangreiches Angebot an Wahlmodulen erlaubt eine individuelle Studiengestaltung. Die ersten beiden Semester in diesem dreisemestrigen Studiengang dienen der Vertiefung und Erweiterung der im vorangegangenen Bachelorstudiengang erworbenen Kompetenzen. Projekte zur Anwendung der theoretischen Inhalte gehören ebenfalls zu den Modulen.  Das dritte Semester besteht aus der sechsmonatigen Abschlussarbeit, die sowohl in einem Industrieunternehmen als auch an der Hochschule durchgeführt werden kann.   1. + 2. Semester Schwerpunkt   Automatisierungstechnik: Robotik, Bildverarbeitung, Industrial Internet of Things, Künstliche Intelligenz  Schwerpunkt Energietechnik und Erneuerbare Energien: Smart Grids, Leistungselektronik, Power Quality  3 Technische Wahlmodule   z.B. aus den Bereichen Autonomes Fahren, Elektromobilität, Sensorik, ...   1 Nicht-technisches Wahlmodul   z.B. aus den Bereichen General Management, Energiewirtschaft, ...   3. Semester Abschlussarbeit: typischerweise in Kooperation mit einem Industrieunternehmen oder an der Hochschule 
",https://www.studycheck.de/studium/elektrotechnik/hs-mannheim-24670,https://www.hs-mannheim.de/studieninteressierte/unsere-studiengaenge/masterstudiengaenge/elektrotechnik.html,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Mannheim,Mannheim,M.Sc.,Master of Science,Deutsch,3 Semester,1,4.6,1.0
True,Elektrotechnik,"
 1. Semester Gleichstromtechnik  Mathematik: Lineare Algebra  Einführung in das wissenschaftliche Arbeiten Physikalische Grundlagen     Praxisprojekt I    2. Semester Wechselstromtechnik        Mathematik: Analysis      Grundlagen der Elektronik  Requirements Engineering   Praxisprojekt II  3 Semester Mathematik: Numerik, Laplace und Fourier  Digital- und Informationstechnik   Elektromagnetische Felder und Wellen    Elektrische Messtechnik  Praxisprojekt III     4. Semester Transistoren und Transistorschaltungen  Simulation von Schaltungen   Sensorik           Einführung in die Programmierung in Python    Praxisprojekt IV   5. Semester Projekt: Microcontroller und logische Schaltungen Signale und Systeme   Regelungstechnik       Operationsverstärker und OPV-Schaltung   Praxisprojekt V   6. Semester Vertiefungen (Du belegst eine von drei möglichen Vertiefungen): Automatisierungstechnik: Automatisierungstechnik Automatisierungstechnik: Mechatronische Systeme   Energietechnik: Hochspannungstechnik  Energietechnik: Energiewirtschaft  Mikroelektronik: Optoelektronik   Mikroelektronik: Leistungselektronik     Eingebettete Systeme  Elektronische Filter    Praxisprojekt VI      7. Semester Vertiefungen (Du belegst eine von drei möglichen Vertiefungen):  Automatisierungstechnik: Industrieroboter und mobile Roboter            Automatisierungstechnik: Robotische Handling-Systeme           Energietechnik: Kraftwerkstechnik      Energietechnik: Regenerative Energien    Mikroelektronik: Integrierte Schaltungen     Mikroelektronik: Entwurf digitaler Systeme       Betriebssysteme, Rechnernetze und verteilte Systeme   Elektrische Maschinen und Energietechnik    Bachelorarbeit 
",https://www.studycheck.de/studium/elektrotechnik/iu-dual-25303,https://iu.prf.hn/click/camref:1011l4cSu/creativeref:1100l57395,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,IU Duales Studium,13 Standorte & Virtueller Campus,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,4,3.8,0.75
True,Elektrotechnik - Erneuerbare Energien und Systemtechnik (deutsch-französisch),"
 1. + 2. Semester: Université de Lorraine - Metz Mathematisch-naturwissenschaftliche Grundlagen Elektrotechnik Interkulturelle Kompetenz (Deutsch oder Französisch / Englisch / optional Chinesisch)  3. + 4. Semester: htw saar - Saarbrücken Systemtechnik Erneuerbare Energien, Elektrische Energiesysteme, Informationstechnik, Komplexe Systeme Vertiefung der Grundkenntnisse (Mathematik, Informatik ...) Interkulturelle Kompetenz (Deutsch oder Französisch / Englisch / optional Chinesisch)  5. Semester: Université de Lorraine - Metz (Erasmus) Systemtechnik Erneuerbare Energien, Elektrische Energiesysteme, Informationstechnik, Komplexe Systeme Interdisziplinäres Projekt Interkulturelle Kompetenz (Deutsch oder Französisch / Englisch / optional Chinesisch)  6. Semester: Partnerland Bachelor-Abschlussarbeit Elektroenergiesysteme Laborpraktikum Systemtechnik 
",https://www.studycheck.de/studium/elektrotechnik/htw-saarland-12808,https://www.dfhi-isfates.eu/de/studieninteressierte/bachelor-studiengaenge/elektrotechnik-erneuerbare-energien-und-systemtechnik/#uebersicht,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,htw saar - Hochschule für Technik und Wirtschaft des Saarlandes,2 Standorte,B.Eng.,Bachelor of Engineering,"Deutsch, Französisch",6 Semester,2,3.6,1.0
True,Elektrotechnik – Erneuerbare Energien und Systemtechnik (deutsch-französisch),"
 Semester 1:  Sprachen und interkulturelles Management I Systemverhalten Automatisierung (Option Systemtechnik) Leistungselektronik (Option Erneuerbare Energien) Bildverarbeitung (Option Systemtechnik) Semester 2: Sprachen und interkulturelles Management II Informationstechnik (Option Systemtechnik) Informationstechnik (Option Erneuerbare Energien) Antriebsregelung (Option Systemtechnik)  Antriebsregelung und Versorgung (Option Erneuerbare Energien) Wahlfächer: Option Erneuerbare Energien, Systemtechnik Semester 3: Langues et Enseignement interculturel III Projet en alternance Instrumentation, capteurs et analyse de données Measures assistées par ordinateur Supervision & Photocoles de Communication Management  Semester 4: Contrôle non destructif Plateforme IoT, traitement et analyse des donnés Pile à Combustible  Stage industriel 
",https://www.studycheck.de/studium/elektrotechnik/htw-saarland-7808,https://www.htwsaar.de/studium-und-lehre/studienangebot/studiengaenge/elektrotechnik-erneuerbare-energien-und-systemtechnik-m-eng-dfhi-isfates,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,htw saar - Hochschule für Technik und Wirtschaft des Saarlandes,2 Standorte,M.Sc.,Master of Science,"Deutsch, Französisch",4 Semester,0,NA,NA
True,Elektrotechnik / Automatisierungstechnik,NA,https://www.studycheck.de/studium/elektrotechnik/dhge-17927,https://www.dhge.de/DHGE/Studiengaenge/Technik/Elektrotechnik_Automatisierungstechnik.html,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Duale Hochschule Gera-Eisenach,Gera,B.Eng.,Bachelor of Engineering,Deutsch,6 Semester,20,4.1,0.85
True,Elektrotechnik / Informationstechnik,"
 In den ersten Semestern werden naturwissenschaftliche und mathematische Grundlagen vermittelt. Diese bilden die Basis für eine fortgeschrittene Auseinandersetzung mit der Ingenieurstechnik. Wichtige Schwerpunkte liegen dabei auf der Mathematik und der Physik. Diese Themengebiete werden in mehreren Modulen bearbeitet. Auch die Elektrotechnik wird in den ersten Semestern behandelt. Weitere Module sind: Elektronische Bauelemente Schaltungsdesign Messtechnik Regelungstechnik Technisches Englisch Nach dem dritten Semester erfolgt die Festlegung auf eine der drei Vertiefungsrichtungen: Automatisierungstechnik und Robotik Kommunikations- und Schaltungstechnik oder  Technische Informatik und Künstliche Intelligenz . In den höheren Semestern werden Wahlpflichtmodule angeboten, dadurch kannst du dein weiteres Studium zum Teil selbst gestalten. 
",https://www.studycheck.de/studium/elektro-und-informationstechnik/fh-jena-12655,https://www.eah-jena.de/studienangebot/studienangebot/bachelor-elektrotechnik-informationstechnik,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Ernst-Abbe-Hochschule Jena,Jena,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,12,4.2,1.0
False,Elektrotechnik und Informationstechnik,"
 Der Studiengang umfasst 7 Semester. Über einen Mathematik-Vorkurs und einen Mix aus individuell zusammengestellten Unterstützungskursen (Konsolidierung der Grundlagen) in den Bereichen Mathematik, Physik, Elektrotechnik, Programmieren, Präsentationstechnik und Englisch erleichtert die HTWG Konstanz den Studierenden den Einstieg ins Studium. Im Grundstudium (Semester 1 und 2) erhalten die Studierenden eine breite Grundlagenausbildung und lernen alle Teilgebiete der Elektro- und Informationstechnik kennen. In den Semestern 3 und 4 vertiefen die Studierenden diese Inhalte. Das 5. Semester ist ein Praktisches Studiensemester, das die Studierenden in einem Unternehmen verbringen. Durch Learning-on-the-Job erweitern die Studierenden ihre Kenntnisse, erhalten eine gute Vorstellung von ihrem späteren Berufsfeld und können erste Kontakte zu Arbeitgebern knüpfen. Im 6. und 7. Semester legen die Studierenden ihren individuellen Studienschwerpunkt in einer der Vertiefungsrichtungen „Automatisierungstechnik“, „Energiesysteme“, „Informationstechnik“ und „Kommunikationstechnik“. Aus einem Wahlpflichtfachkatalog wählen sie zusätzlich Veranstaltungen nach ihrer persönlichen Neigung. Das Studium schließen die Studierenden mit der Bachelorarbeit ab. Besonderheit: Ab dem 2. Semester gibt es eine englischsprachige Lehrveranstaltung, um die Studierenden für ein internationales Arbeitsumfeld optimal vorzubereiten. 
",https://www.studycheck.de/studium/elektrotechnik/htwg-konstanz-12549,https://www.htwg-konstanz.de/bachelor/elektrotechnik-und-informationstechnik-eib/uebersicht/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,HTWG - Hochschule Konstanz,Konstanz,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,26,4.2,1.0
True,Elektrotechnik und Informationstechnik,"
 1. Semester Höhere Mathematik I Grundgebiete der Elektrotechnik I: Einführung in die Schaltungsanalyse Grundgebiete der Informatik I: Programmierung, Algorithmen und Datenstrukturen Mathematische Methoden der Elektrotechnik Physik 1 Projekt ""MatLAB meets LEGO Mindstorms"" 2. Semester Höhere Mathematik II Physik II Grundgebiete der Elektrotechnik II: Modellierung und Analyse elektrischer Komponenten und Schaltungen Grundgebiete der Informatik II: Prinzipien des Digitalrechners Praktikum Elektrotechnik I Praktikum Informatik I (Programmieren) 3. Semester Höhere Mathematik III Grundgebiete der Elektrotechnik III: Signale und Systeme Numerische Mathematik Schaltungstechnik I Praktikum Elektrotechnik II Praktikum Informatik II 4. Semester Höhere Mathematik IV Systemtheorie I Grundgebiete der Elektrotechnik IV: Einführung in die elektromagnetischen Felder Grundlagen elektronische Materialien und Bauelemente I Schaltungstechnik II Institutsprojekt 5. Semester Systemtheorie II Wissenschaftliche Integrität Elektrodynamik Elektromagnetische Wellen Module aus dem Wahlpflicht-/Pflichtbereich aus dem jeweiligen Schwerpunktgebiet Zusatzqualifikationen, zum Beispiel Recht, Wirtschaft und Sprachen Praktikum im Schwerpunktgebiet 6. Semester Theoretische Grundlagen der Hochfrequenztechnik (BMT/ET/ME) oder Elektromagnetische Felder (IK) Wahlfächer Zusatzqualifikationen Seminar oder Tutoriumsbetreuung Bachelorarbeit 
",https://www.studycheck.de/studium/elektro-und-informationstechnik/rwth-aachen-14932,https://www.rwth-aachen.de/go/id/bkuh?#aaaaaaaaaaabkui&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Elektrotechnik+und+Informationstechnik-B.Sc.-14932,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,RWTH Aachen,Aachen,B.Sc.,Bachelor of Science,Deutsch,6 Semester,45,3.8,0.87
True,Elektrotechnik und Informationstechnik,"
 1. Semester: Mathematik und Physik M2: Elemente der Informatik M3: Elektrotechnische Grundlagen M4: Elektrotechnische Werkstoffe und Bauelemente Z1: Technisches Englisch I 2. Semester: Elektromagnetische Felder M6: Betriebssysteme und Datennetze M7: Messtechnik und Statistik M8: Grundlagen der Digitaltechnik und Mikroprozessoren Z2: Technisches Englisch II 3. Semester: Schaltungen M10: Dynamische Systeme und Regelungen M11: Signalverarbeitung und Nachrichtentechnik Z3: Technische Englisch III Z5: Kommunizieren und Managen (Einführung in die Betriebswirtschaft + Vortragen und Verhandeln) 4. Semester: Technische Englisch IV Vertiefungsmodul AuI1 (Steuerungstechnik + Prozessleittechnik) Vertiefungsmodul AuI2 (Bussysteme + Kommunikationsnetze) Vertiefungsmodul MuE1 (Übertragungstechnik +Digitale Signalverarbeitung) Vertiefungsmodul MuE2 (Schaltungs- und Platinenentwurf + Aufbau- und Verbindungstechnik) 5. Semester Praxissemester 6. Semester Buchhaltung, Kosten-/Leistungsrechnung Vertiefungsmodul AuI3 (Software-Engineering +Algorithmen und Datenstrukturen) Vertiefungsmodul AuI4 (Regelungstechnik III + Experimentelle Prozessanalyse) Vertiefungsmodul AuI5 (Leistungselektronik + Elektrische Maschinen und Antriebe) Vertiefungsmodul MuE3 (Kommunikationssysteme + Analoge Schaltungen) Vertiefungsmodul MuE4 (Hochfrequenztechnik + Mikrowellenschaltungen) Vertiefungsmodul MES5 (Fertigung in der Elektronik + Statistik für Produktion/Entwicklung) 7. Semester Vertiefungsmodul AuI6 (Sensortechnik + Messwerterfassung und –verarbeitung) Vertiefungsmodul MuE6 (Digitale Systeme + Signalprozessoren) Bachelor-Arbeit Bachelor-Kolloquium 
",https://www.studycheck.de/studium/elektrotechnik/fh-westkueste-16213,https://www.fh-westkueste.de/ei/,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,FHW - Fachhochschule Westküste,Heide,B.Sc.,Bachelor of Science,Deutsch,7 Semester,6,4.1,1.0
True,Elektrotechnik und Informationstechnik,"
            Pflichtmodule: Grundlagen der Elektrotechnik Mathematik Physik Schaltungstechnik Regelungstechnik Technische Mechanik und Werkstoffe Elektronische Baugruppen Elektrische Messtechnik Mikroprozessortechnik Grundlagen der elektrischen Energietechnik Systemmodellierung und Automatisierung uvm. Wahlpflichtmodule: Regenerative Energien Instandhaltung und Recycling elektrischer Anlagen Elektroenergiequalität Umweltanalytik Elektromagnetische Verträglichkeit Communication Networks Elektromagnetische Felder Digital Signal Processing Multimediadienste Numerische Mathematik Potenzial- und prozessorientiertes Management Wirtschafts- und Verhandlungsenglisch Schlüsselqualifikationen uvm. 
",https://www.studycheck.de/studium/informationstechnik/hs-schmalkalden-17213,https://www.hs-schmalkalden.de/studium/studienangebot-hs-schmalkalden/bachelor-studiengaenge/elektrotechnik-und-informationstechnik-bsc.html,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Schmalkalden,Schmalkalden,B.Sc.,Bachelor of Science,Deutsch,7 - 9 Semester,3,4.5,1.0
True,Energietechnik und erneuerbare Energien,"
 Grundstudium   1. + 2. Semester Grundlagen : Mathematik, Elektrotechnik, IT Hauptstudium  3. + 4. Semester Vertiefung im Schwerpunkt Energietechnik und erneuerbare Energien:  Erneuerbare Energien, Elektrische Netze, Regelungs- und Antriebstechnik, Elektrische Maschinen 5. Semester Praxissemester : in der Industrie 6. Semester Weitere Spezialisierung:   Vertiefung der Themen aus dem 3. und 4. Semester durch Wahlfächer, Projektarbeit  7. Semester Abschlussarbeit:   typischerweise in Kooperation mit einem Industrieunternehmen  
",https://www.studycheck.de/studium/elektrotechnik/hs-mannheim-25832,https://www.et.hs-mannheim.de/etb-et.html,Technik & Ingenieurwesen,Elektro- & Informationstechnik,Elektrotechnik,Hochschule Mannheim,Mannheim,B.Sc.,Bachelor of Science,Deutsch,7 Semester,14,4.2,1.0
True,Nachhaltige Rohstoff- und Energieversorgung,"
 Grundlagenbereich: Mathematik Mechanik Chemie Elektrotechnik Wärmetechnik BWL Recht Simulationstechnik Studienrichtungen Bergbau: Geologie Mineralogie Rohstoffwirtschaft Energierohstoffe Markscheidekunde Rohstoffgewinnung Recycling: Geologie Mineralogie Rohstoffe & Recycling Energierohstoffe Emissionsminderung thermische Abfallbehandlung Energie: Energierohstoffe Energietechnik Thermodynamik Strömungsmechanik Versuchsplanung Verfahrenstechnik 
",https://www.studycheck.de/studium/energie-und-rohstoffe/rwth-aachen-23501,https://www.rwth-aachen.de/go/id/ogfx?#aaaaaaaaaaaogfy,Technik & Ingenieurwesen,Energie & Umwelt,Energie und Rohstoffe,RWTH Aachen,Aachen,B.Sc.,Bachelor of Science,Deutsch,6 Semester,22,3.8,0.91
True,Energie- und Gebäudetechnik,"
 1. Semester Mathematik Chemie-Grundlagen Statik und Dynamik CAD Konstruktion Bautechnik/techn. Akustik Gebäudetechnik Grundlagen 2. Semester Mathematik-Anwendung und Programmieren Thermodynamik Bauphysik Werkstoffe/Festigkeit Strömungslehre Elektrotechnik Grundlagen 3. Semester Elektrotechnik im Gebäude Messtechnik mit Labor/Grundlagen Regelungstechnik Wärme- und Stoffübertragung Sanitärtechnik Heiztechnik Allgemeinwissenschaften 4. Semester Kältetechnik und Wärmepumpen Lüftungs- und Klimatechnik Wasserver- und Abwasserentsorgung Gebäudeautomation und Smart Building Projektarbeit I und Anwendung digitaler Werkzeuge Anlagenkomponenten 5. Semester Betreutes Praxissemester und Projektarbeit II 6. Semester Integrale Planung und Anlagenlabor Regenerative Energien Bau- und Arbeitsrecht Wahlpflichtmodul 1 und 2 Projektarbeit III BIM/Projektmanagement 7. Semester Wahlpflichtmodul 3 und 4 Bachelorarbeit und Bachelorseminar 
",https://www.studycheck.de/studium/energie-und-gebaeudetechnik/hs-muenchen-3330,https://www.bs.hm.edu/studienangebot/bachelorstudiengang_1/index.de.html,Technik & Ingenieurwesen,Energie & Umwelt,Energie- und Gebäudetechnik,HM - Hochschule München,München,B.Eng.,Bachelor of Engineering,Deutsch,7 - 9 Semester,16,3.9,0.81
False,Gebäude- und Energietechnik,"
 Die Ausbildung soll in den einschlägigen Fächern auch dazu befähigen, die Auswirkungen der Technik auf die Umwelt und Gesellschaft zu erkennen und nachteilige Folgen soweit wie möglich zu vermeiden. Studienschwerpunkte sind die mathematische Vertiefung, Optimierung, Simulation, Anlagensysteme sowie betriebswirtschaftliche Module. Es erfolgt eine Vertiefung im Wahlpflichtbereich für die Anlagenplanung bzw. die Energiewirtschaft 
",https://www.studycheck.de/studium/energie-und-gebaeudetechnik/fh-erfurt-6273,https://www.fh-erfurt.de/fhe/?id=3353&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Geb%C3%A4ude-+und+Energietechnik-M.Eng.-6273,Technik & Ingenieurwesen,Energie & Umwelt,Energie- und Gebäudetechnik,Fachhochschule Erfurt,Erfurt,M.Eng.,Master of Engineering,Deutsch,3 Semester,2,4.1,1.0
